1500.0,1000.0,0.5,100,0.5,1,0.1,0.1,0.005,0.01,1.8,"[False, True, False, False]",False,5000,4000,1.0,0.8,100.0,midway,arctan,0.1,heaviside_down,6.0,50.0,False,arctan1.00e-10_heaviside_down5.00e-03_fault,arctan1.00e-10_heaviside_down5.00e-03_fault28-02-2020,False,"['topographic__elevation', 'drainage_area']"
1500.0,1000.0,0.5,140,0.5,1,0.1,0.1,0.005,0.02,1.8,"[False, True, False, False]",False,5000,4000,1.0,0.8,100.0,midway,arctan,1e-10,exp,6.0,50.0,False,arctan1.00e-10_exp2.00e-02_fault,arctan1.00e-10_exp2.00e-02_fault03-03-2020,False,"['topographic__elevation', 'drainage_area']",True
